DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.32.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.493627ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_85, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_84, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.126801ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_86, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_84, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=147.652023ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_87, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__8EE61BBCA4AE2BC9906F4C1343CF3FD4FF49D3B1, StartTime=2015.11.29-16.32.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1566.052612ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_88, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_87, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.196323ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_89, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_87, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1565.644165ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_116, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__E3773200ECEF0D6E3479CFB219E83A225F15BE46, StartTime=2015.11.29-16.32.39, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=1609.760254ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_117, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_116, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.150304ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_118, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_116, StartTime=2015.11.29-16.32.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1609.380127ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_142, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3A21442D4251F35E760CEBB1A041C__C6E76F7D11CF1A30FBB0786512331435B40E13F5, StartTime=2015.11.29-16.32.40, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=1380.629761ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_143, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_142, StartTime=2015.11.29-16.32.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.195332ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_144, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_142, StartTime=2015.11.29-16.32.40, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1380.349731ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_145, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3A21442D4251F35E760CEBB1A041C__3C69205CD1A0D2901E7A41DB73B86C0B07D73CB4, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=65.513832ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_146, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_145, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=1.363017ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_147, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_145, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=64.090569ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_90, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__EEE315E4AD95F92E9F4933634A1D3D361CB3D3F5, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=83.334686ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_91, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_90, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.137724ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_92, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_90, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=83.100624ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_148, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_05B09E6D4B8E776F09E4A59BD42E9__CFC4D69C59569028C5F6B3CDB284D596C8152908, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=30.251875ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_149, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_148, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.136729ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_150, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_148, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=30.067799ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_119, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__7001A1DF60E8E0128546963FEAC761CA5BF9614C, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=72.962921ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_120, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_119, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.136070ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_121, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_119, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=72.746071ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_36E2F797453649369F1F02AA2D200E1E__D3380A44366AFCF1364E3F2220B23A7350FB238A, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=4437 bytes, Retrieved=true, Duration=53.585705ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_152, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_151, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097334ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_153, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_151, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=53.446987ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_93, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F1628854ABDBF062C1BD6AFF730A__05E8052CAF33AF95751D15F0FC31967B9D72E1FF, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=31.555962ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_94, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_93, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.158582ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_95, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_93, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=31.339109ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_96, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__B531F763769E1573CEC2CB11517EC72655B8BB8E, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=40.445530ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_97, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_96, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.123158ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_98, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_96, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=40.286285ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_154, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_36E2F797453649369F1F02AA2D200E1E__FD86CD7CEDB897CD2F4915112092A324D3B3DF58, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=177.711548ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_155, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_154, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154279ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_156, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_154, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=177.175217ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_122, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4985DD464736EDE7A2EF71B14F891__1B293A6AA128DB38B4FED695769E98FE43CD6251, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=41.523491ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_123, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_122, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.119183ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_124, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_122, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=41.357296ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_99, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__386122B84A13AB168BCD609B10C5E48E46867D96, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=97.945808ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_100, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_99, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.087734ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_101, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_99, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=97.450859ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_125, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5B0106254BE2A53858E6D080B096285B__F2A79BDD4441D1AFBB6C22FC2D35EA5E2AE54E07, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=29.711239ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_126, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_125, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.783976ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_127, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_125, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=28.877934ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_128, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5B0106254BE2A53858E6D080B096285B__1F649190BAB05C3132467F7131578B04B3564CE3, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=102.062340ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_129, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_128, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.131767ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_130, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_128, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=101.799797ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_102, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__47D923F49EF5D20A2C43DF9B9AA81EDECAB0A5A4, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=40.889496ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_103, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_102, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.188049ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_104, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_102, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=40.550476ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_105, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_13E72C8244994E84B07022B43B68FA6A__C3E2E80EB999CDFC1E40328173DD7E43AB17E8A9, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=35.001740ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_106, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_105, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.339348ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_107, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_105, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=34.615711ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_131, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5B0106254BE2A53858E6D080B096285B__86003F455651D2201EAB80295CEECF0A8948EA76, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=40.905716ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_132, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_131, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.285715ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_133, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_131, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=40.560741ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_157, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_36E2F797453649369F1F02AA2D200E1E__6210C8C8358A5D1B305CD23A958A55DFB8E94305, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=147.739761ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_158, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_157, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.089061ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_159, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_157, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=147.519608ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_108, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A06CE7E74D1ABEA21AE6FE80010F1CAA__7DB32B6C8045A518A1127925E9E2F0F030618D4A, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=85.622383ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_109, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_108, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124149ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_110, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_108, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=85.450554ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_134, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5B0106254BE2A53858E6D080B096285B__DAEC86368276BA0039A53A0747169B94A04EB36E, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=58.599434ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_135, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_134, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.121173ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_136, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_134, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=58.432903ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_137, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA19B32040070FBADE6AB0898FFFB73E__257E40A90DBFD301044C0633FE73A0FAD708EC5C, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=35.743996ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_138, CachedDataProbablyExists, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_137, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097997ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_139, GetCachedData, Parent=DDCTransactionIdC7D943714B046B3693DBFCA11799A35D_137, StartTime=2015.11.29-16.32.41, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=35.602962ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_111, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A06CE7E74D1ABEA21AE6FE80010F1CAA__C97D9237694A150E9BCEA974BB8EA4409ED57D53, StartTime=2015.11.29-16.32.41, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=85.529350ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
