DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.57.21, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.498424ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_257, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__56DF1C5E2D7029EBD2C9BBB1E06D6B8FED373892, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.071842ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_50, CachedDataProbablyExists, Parent=DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_49, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.067536ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_258, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_257, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050321ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_51, GetCachedData, Parent=DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_49, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113554ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__56DF1C5E2D7029EBD2C9BBB1E06D6B8FED373892, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.198312ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_36, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_35, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061911ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_259, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__83804F1A39A28C94BFEECFE4904C082F156A037A, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.063237ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_260, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_259, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048004ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_37, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_35, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.098988ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__1CD44EB81BF1F8CAF0DD85347ED1FE0743D2200D, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.577217ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_38, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_37, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048008ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_39, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_37, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.810131ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__BD9662614888B1BBBFC70D5B5BCD2D5E2CE89C95, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.427410ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_39, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_38, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050325ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_40, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_38, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.188377ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__5413E1D9A7FB5A250B184DB7B95BA05A2380D64E, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.741266ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_42, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_41, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053633ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_43, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_41, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.111237ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_581ADD6745ED94BDB3F406B5BAE33__C3A90E089DEAA8E0A6587B5DD9AFAF324909AA84, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.191689ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_45, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_44, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.061579ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_46, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_44, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.095017ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__1A12389528C5188DF3590F601463C57E17E64BE8, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.516798ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_41, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_40, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053301ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__6B8BAD9F5AAFA800D6F1F7259E2C0B642AA3507B, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.725374ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_48, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_47, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050653ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_42, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_40, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.250287ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_49, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_47, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.599898ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B5034E44480751FBE65B73B4DDBCA__C88986E09A981B3C8E13061F56AC7F27FB3C58C4, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.176460ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_44, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_43, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055950ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_45, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_43, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089057ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__83804F1A39A28C94BFEECFE4904C082F156A037A, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.159245ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_47, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_46, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047345ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_48, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_46, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.085082ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__427FF720C255FB67CD507DEE0CC4CCA3C2CB96D4, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.522427ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_51, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_50, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059921ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_261, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__B8B6410F751F304EBF6210A5DCB1354EBD60EB2B, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.066549ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_262, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_261, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050653ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_52, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_50, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.260882ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_263, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__D2CA6AA30EB0C405364619DCCEF74A92C240EA95, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.180766ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_264, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_263, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.163879ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_265, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9ABBC8AB406593A616B067A1A7B55__2B428899F27E2D6E3A3C9710F666754AC9FB0A7C, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.063237ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_266, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_265, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.047341ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_53, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__146F635D18A95BBD635EB8D578E0DD108B042C5C, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.268169ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_54, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_53, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056945ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_267, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_680CE6EF4C01DB5DD0B11AB8297EDB72__59FAD77C570B01C5617465FDB47A679EE7AD4E49, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.066873ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_268, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_267, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.046019ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_55, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_53, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.126801ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_269, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F39F315F4A1B2163E2518E841B68C88B__2DB0D2AD9A068EB1C8DDBB48C6FFC89BA206F2E4, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.063565ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_270, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_269, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.045687ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_271, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3A33C56E4E21E36ED3616DA968F403D2__C38E11AD49F660C51DAD3B231050142C4A1D02CF, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.179108ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_272, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_271, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.161562ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_56, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9D0E07BD463518D1545E559A70CC6__0C88E0F01F08D0AFFE4230DD6F53CE5DD4FC8177, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.223473ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_57, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_56, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069857ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_58, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_56, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.114553ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_273, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_282164A7489B4FD853F6C89B62FCA739__CE3A018B55F9504514B0AE80757627EB75BD59C0, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.127792ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_59, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__B8B6410F751F304EBF6210A5DCB1354EBD60EB2B, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.232410ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__D2CA6AA30EB0C405364619DCCEF74A92C240EA95, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.187717ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_274, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_273, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059262ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_50, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_49, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049990ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_60, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_59, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056282ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_51, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_49, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.095349ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_61, GetCachedData, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_59, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094354ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_275, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_417BE96C495AAD70FE5D5EB4DC1282A9__3ED98A46F2A2B1EC3931F28D5D9711FB939A01DF, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.066217ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_276, CachedDataProbablyExists, Parent=DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_275, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050984ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_52, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_48127FEF423678B1AB3953B5E3017__6F8632BB4A1720F93D6CA3909F5230C6592EDCEF, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.430726ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_53, CachedDataProbablyExists, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_52, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049993ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_62, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_64C286D6442E77D18250F7A4D56CC__20504D06049E6874FFB10F365A3BA0EFE21BAC72, StartTime=2015.10.28-21.57.28, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.435688ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_63, CachedDataProbablyExists, Parent=DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_62, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048999ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_54, GetCachedData, Parent=DDCTransactionId0C7646764CC989FD6582729E93123F4E_52, StartTime=2015.10.28-21.57.28, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.184078ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_277, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_011E0FFA425AA2D8D2E348A87A61F3AB__E906F801F263EC35DB88FEAD7A44A8BD3DEE061E, StartTime=2015.10.28-21.57.28, HierarchicalDDC, Duration=0.064891ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
