DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.45.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547260ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_121, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE0B01578__2D3B48EC63B7CC1FE7C0D528EDE887270FC97387, StartTime=2015.10.28-21.45.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.040062ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_238, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Materials/Health.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.109915ms, TagPackageExports=0.137728ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.132758ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.008941ms, SerializeNames=0.038732ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.396952ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.165865ms, SerializeBulkData=0.009600ms, AsyncWrite=0.059925ms, UnaccountedTime=0.082105ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_122, CachedDataProbablyExists, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufE0B01578__2D3B48EC63B7CC1FE7C0D528EDE887270FC97387, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.147656ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_123, CachedDataProbablyExists, Parent=DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_122, StartTime=2015.10.28-21.45.39, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.132430ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4Man_Logo_N.uasset, AllOfLoadPackage_Duration=0.214536ms, AllOfLoadPackage_HitCount=6, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=6, CacheForCookedPlatformData_Duration=1.847040ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.083104ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.587480ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_312, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___16038ABA287E49944BE289986A4BB06926AA464A, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___16038ABA287E49944BE289986A4BB06926AA464A, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.111900ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_124, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___22817D37760A7F9C8F40F845F65CB9EC772EBB0F, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=0.683662ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_147, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___4F34334FA6A9D9F791DB345AD97BBCBD69A1192B, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=0.297964ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_148, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_9D79806F4FC0A8F037E5F6AFD2EE46E8___F709916AAEE2E75162D4B5C090FCD68C14DACFED, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.084423ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_239, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4Man_Logo_N.uasset, FlushAsyncLoading=0.017546ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.130773ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.035755ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003975ms, SerializeSummary=0.009269ms, SerializeNames=0.019535ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.154942ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.051316ms, SerializeBulkData=0.054628ms, AsyncWrite=0.102632ms, UnaccountedTime=0.174474ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, AllOfLoadPackage_Duration=0.047673ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006955ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016887ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.659488ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_240, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.514817ms, TagPackageExports=0.072833ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.125475ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.008278ms, SerializeSummary=0.009600ms, SerializeNames=0.056282ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.072174ms, SortExportsNonSeekfree=0.096671ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.434365ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.012912ms, SerializeImportMap=0.004306ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016220ms, SerializeExports=0.071514ms, SerializeBulkData=0.008274ms, AsyncWrite=0.066545ms, UnaccountedTime=0.086408ms, RunGuid=RunID92CB4067408744C8191967981213F120
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickInner.uasset, AllOfLoadPackage_Duration=14.557503ms, AllOfLoadPackage_HitCount=106, ResolveRedirectors_Duration=0.007939ms, ResolveRedirectors_HitCount=106, CacheForCookedPlatformData_Duration=11.269633ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042047ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.085086ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.542125ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_313, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A4535AA24BB699361857049E2A844B2__33DC436FC8699D1B1039C88C7BD1A5C66D1E258A, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_152, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_A4535AA24BB699361857049E2A844B2__33DC436FC8699D1B1039C88C7BD1A5C66D1E258A, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=10.940548ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_241, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickInner.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.097666ms, TagPackageExports=0.050321ms, BeginCacheForCookedPlatformData=0.076149ms, SerializeImports=0.070184ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004303ms, SerializeSummary=0.008941ms, SerializeNames=0.018209ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009269ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.156596ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.049990ms, SerializeBulkData=0.008609ms, AsyncWrite=0.056282ms, UnaccountedTime=0.139050ms, RunGuid=RunID92CB4067408744C8191967981213F120
../../../Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, AllOfLoadPackage_Duration=19.749664ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.353914ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040058ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089392ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.462337ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_314, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.014566ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_125, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.111572ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_242, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, FlushAsyncLoading=0.009604ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.049658ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.052311ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003643ms, SerializeSummary=0.006951ms, SerializeNames=0.013243ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007946ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.151630ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.047341ms, SerializeBulkData=0.007946ms, AsyncWrite=0.048667ms, UnaccountedTime=0.131767ms, RunGuid=RunID92CB4067408744C8191967981213F120
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, AllOfLoadPackage_Duration=10.429688ms, AllOfLoadPackage_HitCount=82, ResolveRedirectors_Duration=0.006292ms, ResolveRedirectors_HitCount=82, CacheForCookedPlatformData_Duration=9.189188ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052638ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.087071ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.993041ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_315, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_149, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=8.990876ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_243, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.097666ms, TagPackageExports=0.050656ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.083100ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003312ms, SerializeSummary=0.010926ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.159245ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.049658ms, SerializeBulkData=0.007946ms, AsyncWrite=0.060588ms, UnaccountedTime=0.137061ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, AllOfLoadPackage_Duration=0.050653ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055287ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011589ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.404732ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_244, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Mesh/UE4_Mannequin_Skeleton.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.070188ms, TagPackageExports=0.022843ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.045028ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.006951ms, SerializeNames=0.065554ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.093695ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.047013ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050653ms, UnaccountedTime=0.064559ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.uasset, AllOfLoadPackage_Duration=11.302039ms, AllOfLoadPackage_HitCount=325, ResolveRedirectors_Duration=0.029445ms, ResolveRedirectors_HitCount=325, CacheForCookedPlatformData_Duration=39.957862ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042707ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.083100ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=17.346758ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_316, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.10.28-21.45.39, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_150, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.108588ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_126, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___443B7C5B121406914003AD4942611D4E7AB0E6B6, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=39.051060ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_153, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___B9B78E453C5A2D47BC10970C4EE4FB7BA7A1EFE0, StartTime=2015.10.28-21.45.39, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=37.172237ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_154, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___EF451734771F1E7FD2C45DBFD0445135812CF3B5, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.110909ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_245, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.uasset, FlushAsyncLoading=0.016224ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.189371ms, TagPackageExports=0.111237ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.061911ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.009604ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.161894ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.051979ms, SerializeBulkData=0.059925ms, AsyncWrite=0.158586ms, UnaccountedTime=0.161562ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, AllOfLoadPackage_Duration=8.423731ms, AllOfLoadPackage_HitCount=286, ResolveRedirectors_Duration=0.022531ms, ResolveRedirectors_HitCount=286, CacheForCookedPlatformData_Duration=33.272229ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039726ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.082768ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.676541ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_317, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.10.28-21.45.40, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_127, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=22.583626ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_155, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__349CA13B15B01E106858DDDD0E3E3396DA218D6D, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=9.891055ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=10.274432ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_156, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__AC9285A4DAFDC0716DEF13130A9B06B3FE11A1AD, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.144016ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_246, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.105612ms, TagPackageExports=0.049993ms, BeginCacheForCookedPlatformData=0.036087ms, SerializeImports=0.054624ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003643ms, SerializeSummary=0.008937ms, SerializeNames=0.016555ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.155270ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.050984ms, SerializeBulkData=0.049662ms, AsyncWrite=0.097003ms, UnaccountedTime=0.150971ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_318, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF44273AC__C8C214C8B866386C361AF289CFD451CD6AC9FD13, StartTime=2015.10.28-21.45.40, HierarchicalDDC, DataSize=92411 bytes, Retrieved=true, Duration=23.804281ms, RunGuid=RunID92CB4067408744C8191967981213F120
