DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.45.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547260ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_139, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.016883ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_16, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=6.318144ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_44, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.069525ms, TagPackageExports=0.074159ms, BeginCacheForCookedPlatformData=0.038736ms, SerializeImports=0.057276ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003975ms, SerializeSummary=0.009932ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.168182ms, SortExportsSeekfree=0.002652ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.010263ms, SerializeStringAssetReferenceMap=0.003643ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.049990ms, SerializeBulkData=0.008278ms, AsyncWrite=0.069525ms, UnaccountedTime=0.143021ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_140, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.009932ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=31.944305ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_45, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.067871ms, TagPackageExports=0.081774ms, BeginCacheForCookedPlatformData=0.039399ms, SerializeImports=0.056613ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.009272ms, SerializeNames=0.014234ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010267ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.171825ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.048999ms, SerializeBulkData=0.007946ms, AsyncWrite=0.083100ms, UnaccountedTime=0.162885ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_141, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.012908ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.153948ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_46, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.080451ms, TagPackageExports=0.050321ms, BeginCacheForCookedPlatformData=0.036750ms, SerializeImports=0.054955ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003312ms, SerializeSummary=0.010263ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=6.084740ms, SortExportsSeekfree=0.008278ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017218ms, SerializeExports=0.052970ms, SerializeBulkData=0.008609ms, AsyncWrite=0.074822ms, UnaccountedTime=0.145338ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_142, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_47, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.072502ms, TagPackageExports=0.073500ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.054955ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008937ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.682998ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007287ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014897ms, SerializeExports=0.048999ms, SerializeBulkData=0.007614ms, AsyncWrite=0.069194ms, UnaccountedTime=0.143684ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId5761980B40FF6E9EBDC161827799A901_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=5.903978ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_143, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.010595ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=28.137325ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_48, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.081778ms, TagPackageExports=0.087403ms, BeginCacheForCookedPlatformData=0.051316ms, SerializeImports=1.293492ms, GatherLocalizableTextData=0.006288ms, MarkNames=0.004966ms, SerializeSummary=0.011589ms, SerializeNames=0.012249ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012252ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.155602ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020858ms, SerializeExports=0.061247ms, SerializeBulkData=0.008941ms, AsyncWrite=0.096340ms, UnaccountedTime=0.168849ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_49, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.008941ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.097994ms, TagPackageExports=0.009932ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.026487ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.006292ms, SerializeSummary=0.008274ms, SerializeNames=0.025164ms, SerializeGatherableTextData=0.002645ms, BuildExportMap=0.030793ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.058930ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002977ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011586ms, SerializeExports=0.011258ms, SerializeBulkData=0.007283ms, AsyncWrite=0.051316ms, UnaccountedTime=0.086740ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_50, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060257ms, TagPackageExports=0.008937ms, BeginCacheForCookedPlatformData=0.002317ms, SerializeImports=0.014570ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003308ms, SerializeSummary=0.005629ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006288ms, SortExportsSeekfreeInner=0.034764ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.006951ms, SerializeBulkData=0.006951ms, AsyncWrite=0.045355ms, UnaccountedTime=0.054628ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_51, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.003640ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.055622ms, TagPackageExports=0.009272ms, BeginCacheForCookedPlatformData=0.002317ms, SerializeImports=0.015229ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.005629ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.024170ms, SortExportsNonSeekfree=0.002980ms, SortExportsSeekfreeConstructor=0.006288ms, SortExportsSeekfreeInner=0.036418ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.007946ms, SerializeBulkData=0.006620ms, AsyncWrite=0.045028ms, UnaccountedTime=0.061911ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_52, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.069857ms, TagPackageExports=0.009272ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.015888ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.007283ms, SerializeNames=0.014566ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.011254ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.038072ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.008609ms, SerializeBulkData=0.007283ms, AsyncWrite=0.058930ms, UnaccountedTime=0.119187ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_53, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.061911ms, TagPackageExports=0.009600ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.020195ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004638ms, SerializeSummary=0.005957ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.014238ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006620ms, SortExportsSeekfreeInner=0.059262ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009600ms, SerializeExports=0.008278ms, SerializeBulkData=0.006624ms, AsyncWrite=0.046350ms, UnaccountedTime=0.066213ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_54, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.059590ms, TagPackageExports=0.008937ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.014897ms, GatherLocalizableTextData=0.002321ms, MarkNames=0.004634ms, SerializeSummary=0.005957ms, SerializeNames=0.017218ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003312ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.055950ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.008937ms, SerializeBulkData=0.006620ms, AsyncWrite=0.045024ms, UnaccountedTime=0.093032ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_55, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.004306ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.054959ms, TagPackageExports=0.008937ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.012580ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003312ms, SerializeSummary=0.005297ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.002980ms, SortExportsSeekfreeConstructor=0.006292ms, SortExportsSeekfreeInner=0.031780ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004638ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008609ms, SerializeExports=0.006951ms, SerializeBulkData=0.006292ms, AsyncWrite=0.044033ms, UnaccountedTime=0.056941ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_56, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.004303ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.055291ms, TagPackageExports=0.047345ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.054959ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.005957ms, SerializeNames=0.021521ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.018872ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.691272ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.057936ms, SerializeBulkData=0.008278ms, AsyncWrite=0.054955ms, UnaccountedTime=0.068203ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_57, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.005297ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.127461ms, TagPackageExports=1.298126ms, BeginCacheForCookedPlatformData=0.011921ms, SerializeImports=1.458030ms, GatherLocalizableTextData=0.004970ms, MarkNames=0.013571ms, SerializeSummary=0.012249ms, SerializeNames=0.123821ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.145674ms, SortExportsNonSeekfree=0.468131ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=2.179433ms, SortExportsSeekfree=0.009272ms, BuildDependencyMap=0.026483ms, SerializeImportMap=0.006955ms, SerializeExportMap=0.009600ms, SerializeDependencyMap=0.005297ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.027809ms, SerializeExports=3.481537ms, SerializeBulkData=0.026483ms, AsyncWrite=0.286046ms, UnaccountedTime=0.122163ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_58, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.009932ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.088394ms, TagPackageExports=0.007946ms, BeginCacheForCookedPlatformData=0.002649ms, SerializeImports=0.019200ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.011589ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011258ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.012249ms, SortExportsSeekfreeInner=0.029135ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011258ms, SerializeExports=0.008278ms, SerializeBulkData=0.007283ms, AsyncWrite=0.053633ms, UnaccountedTime=0.087071ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_144, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.019863ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_17, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=18.813398ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_59, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.068530ms, TagPackageExports=0.084091ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.058267ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.011921ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.011258ms, SortExportsSeekfreeInner=0.173811ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.009600ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.050653ms, SerializeBulkData=0.007946ms, AsyncWrite=0.077471ms, UnaccountedTime=0.149976ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_145, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.10.28-21.45.21, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_60, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.065882ms, TagPackageExports=0.069525ms, BeginCacheForCookedPlatformData=0.038072ms, SerializeImports=0.057939ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003640ms, SerializeSummary=0.009604ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.011254ms, SortExportsSeekfreeInner=0.160240ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.048999ms, SerializeBulkData=0.007614ms, AsyncWrite=0.059921ms, UnaccountedTime=0.151630ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.10.28-21.45.21, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.412513ms, RunGuid=RunID92CB4067408744C8191967981213F120
