DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.10.33, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.546597ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_181, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=20.034716ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_148, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.168849ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_273, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.094026ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_309, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.017215ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.104617ms, TagPackageExports=0.051316ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002645ms, MarkNames=0.003312ms, SerializeSummary=0.009272ms, SerializeNames=0.016220ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008605ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.152621ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.054959ms, SerializeBulkData=0.007946ms, AsyncWrite=0.053633ms, UnaccountedTime=0.135407ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Animations/ThirdPerson_Jump.uasset, AllOfLoadPackage_Duration=0.046019ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042710ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015229ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.465980ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_310, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_Jump.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.128783ms, TagPackageExports=0.037413ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.050325ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.005960ms, SerializeNames=0.022180ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.006951ms, SortExportsSeekfreeInner=0.397615ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.049662ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051644ms, UnaccountedTime=0.072505ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, AllOfLoadPackage_Duration=0.042375ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055622ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011258ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.689453ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_311, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, FlushAsyncLoading=0.017878ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.134744ms, TagPackageExports=0.015892ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.031453ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005960ms, SerializeSummary=0.008274ms, SerializeNames=0.029799ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.036418ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.307236ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.006955ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.020195ms, SerializeBulkData=0.007283ms, AsyncWrite=0.048336ms, UnaccountedTime=0.070520ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, AllOfLoadPackage_Duration=61.544914ms, AllOfLoadPackage_HitCount=975, ResolveRedirectors_Duration=0.067543ms, ResolveRedirectors_HitCount=975, CacheForCookedPlatformData_Duration=97.862046ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.052638ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.082105ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.001982ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_378, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.019863ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_149, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__A8F0AA4345DA63B02C5E76E8CDD15A76D906C9DE, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=64.921883ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_182, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3F3B1DD44FE006226A690596DBDDE__124F7D8D2718E263E1691CDD9F88C4222659C194, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=32.005554ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_312, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad.uasset, FlushAsyncLoading=0.018872ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.096671ms, TagPackageExports=0.052307ms, BeginCacheForCookedPlatformData=0.037745ms, SerializeImports=0.054296ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.008941ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008609ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.147991ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010591ms, SerializeExports=0.061911ms, SerializeBulkData=0.008941ms, AsyncWrite=0.053965ms, UnaccountedTime=0.137724ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_379, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_68__9965A5687AA107202640F70D9EA7F82A18E57840, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=8201 bytes, Retrieved=true, Duration=0.142690ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_380, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E640A4FE4A758DF2074DB09BE57EBB6__393F2F8D269A14564FBA07D01F4CBE10B2026531, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=3262 bytes, Retrieved=true, Duration=0.085745ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_381, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_E640A4FE4A758DF20__16208C6B066E93CE6EE8A997B4616800716FF071, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.061579ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, AllOfLoadPackage_Duration=118.009992ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=1.964238ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.056945ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.480387ms, SavePackageCacheForCookedPlatformData_HitCount=3, SaveCookedPackage_Duration=18.541921ms, SaveCookedPackage_HitCount=2, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_382, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_183, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CF42979D4C189447D5D7398920532__FA29B1CED598FE8B243F816407EA6167D0320F6B, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.160899ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_383, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_384, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.121500ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_150, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__A8C14F18E7E9A1A4263B5C5028300A2EDB52C0CC, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.147987ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_274, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_95FE44BC4C3AF942427110AA6A3EE7FD__3BF779AAA01A235AD3B2A1E8DC9D366F2AF6BA79, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.092369ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_385, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.012252ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_184, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__8ADA033149FC574A58919A3192C37EBB99415E75, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.190366ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_386, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.052974ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_275, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_0826AF7846D396A549BF7799E7C45__6A64E03EE1DB0A8876A1BA5420E6B4C294B61BC8, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.118524ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_387, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.009600ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_185, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__180FBC1BE4B11B218B12B7F09E88F9D93D83EBED, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.070184ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_276, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__6236DDF59DF4D12389D6AFF8BB7D1B1CFF62AB8C, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=12037 bytes, Retrieved=true, Duration=0.094354ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_151, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FEB885274856E350932B72921DDDDFD__5F0F36A6D6499DB500E06D9B75B9A0565206D537, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=11452 bytes, Retrieved=true, Duration=0.265189ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_186, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__B2A2D6A5E89F2F114F64EA2F640572F12B346643, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.282735ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_277, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__0C8996B189BBA92BF73AB02547363578140F4B49, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=131333 bytes, Retrieved=true, Duration=0.627380ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_152, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_AEE890C24D76668D7FC6C18EAC3EE8C2__F82D9ADAA16895507DF87F5B973533D8D78E18AF, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.035424ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_187, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_60A352CF43B9EDDA32242EBD348626C__B53D784E9F2D31EA888250F37247E803D6942EF6, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.107929ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_313, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Maps/2dTests.umap, FlushAsyncLoading=0.018541ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.134416ms, TagPackageExports=0.895876ms, BeginCacheForCookedPlatformData=0.207249ms, SerializeImports=0.532690ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.024170ms, SerializeSummary=0.010923ms, SerializeNames=0.132762ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.270154ms, SortExportsNonSeekfree=0.134081ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=8.636631ms, SortExportsSeekfree=0.007946ms, BuildDependencyMap=0.038072ms, SerializeImportMap=0.016883ms, SerializeExportMap=0.009269ms, SerializeDependencyMap=0.003971ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016887ms, SerializeExports=0.700872ms, SerializeBulkData=0.417814ms, AsyncWrite=0.378747ms, UnaccountedTime=0.479389ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_314, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MapTemplates/SM_Template_Map_Floor.uasset, FlushAsyncLoading=0.023507ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.091046ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.065882ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.031121ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017546ms, SortExportsNonSeekfree=0.008278ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.637971ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010923ms, SerializeExports=0.057276ms, SerializeBulkData=0.008278ms, AsyncWrite=0.049327ms, UnaccountedTime=0.083432ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.uasset, AllOfLoadPackage_Duration=9.691428ms, AllOfLoadPackage_HitCount=291, ResolveRedirectors_Duration=0.021178ms, ResolveRedirectors_HitCount=291, CacheForCookedPlatformData_Duration=33.923775ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.113558ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.155274ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=21.326222ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_388, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.11.20-16.11.35, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_278, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___DF2A58CA17E68A9DB2FAE8BE60FCFA7DA2120DF0, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.101972ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_188, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___B9B78E453C5A2D47BC10970C4EE4FB7BA7A1EFE0, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=22.026762ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_153, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___443B7C5B121406914003AD4942611D4E7AB0E6B6, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=32.122421ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_189, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_DF45889644371608E2E167A00D0E9612___EF451734771F1E7FD2C45DBFD0445135812CF3B5, StartTime=2015.11.20-16.11.35, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.161231ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_315, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Aluminum01_N.uasset, FlushAsyncLoading=0.018209ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.175469ms, TagPackageExports=0.114217ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.059593ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.009932ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004638ms, SortExportsSeekfreeConstructor=0.010591ms, SortExportsSeekfreeInner=0.165537ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021853ms, SerializeExports=0.053301ms, SerializeBulkData=0.065882ms, AsyncWrite=0.120841ms, UnaccountedTime=0.177123ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
../../../Engine/Content/MobileResources/T_MobileMenu2.uasset, AllOfLoadPackage_Duration=20.552829ms, AllOfLoadPackage_HitCount=130, ResolveRedirectors_Duration=0.009276ms, ResolveRedirectors_HitCount=130, CacheForCookedPlatformData_Duration=12.626026ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.070851ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.084754ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.490146ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
